X,Y,FID,OBJECTID,Site_Name,Site_Score,Site_EPA_ID,SEMS_ID,SITS_ID,Region_ID,State,City,County,Status,Longitude,Latitude,Proposed_Date,Listing_Date,Construction_Completion_Date,Construction_Completion_Number,NOID_Date,Deletion_Date,Site_Listing_Narrative,Site_Progress_Profile,Notice_of_Data_Availability,Proposed_FR_Notice,Deletion_FR_Notice,Final_FR_Notice,NOID_FR_Notice,Restoration_FR_Notice_Jumper_Pa,Site_has_had_a_Partial_Deletion,CreationDate,Creator,EditDate,Editor
-111.916111,40.802778,1006,,"Petrochem Recycling Corp./Ekotek, Inc.",62.81,UTD093119196,800649,1315,8,Utah,Salt Lake City,Salt Lake,Deleted NPL Site,-111.916111,40.802778,07/29/1991,10/14/1992,04/12/2000,685,05/22/2003,06/30/2003,"<a href=""https://semspub.epa.gov/src/document/08/100000170"" target=""_blank"">UTD093119196 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800649"" target=""_blank"">Petrochem Recycling Corp./Ekotek, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189652"" target=""_blank"">07/29/1991 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-05-22/pdf/03-12614.pdf"" target=""_blank"">06/30/2003 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-05-22/pdf/03-12615.pdf"" target=""_blank"">05/22/2003 (PDF)</a>",,No,,,,
-111.444444,40.680556,1007,,Richardson Flat Tailings,50.23,UTD980952840,800705,1337,8,Utah,Summit County,Summit,Proposed NPL Site,-111.444444,40.680556,02/07/1992,,,0,,,"<a href=""https://semspub.epa.gov/src/document/08/100000171"" target=""_blank"">UTD980952840 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800705"" target=""_blank"">Richardson Flat Tailings</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>",,,,,No,,,,
-111.891111,40.658333,1008,,Murray Smelter,86.6,UTD980951420,800697,1415,8,Utah,Murray City,Salt Lake,Proposed NPL Site,-111.891111,40.658333,01/18/1994,,,0,,,"<a href=""https://semspub.epa.gov/src/document/08/100000175"" target=""_blank"">UTD980951420 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800697"" target=""_blank"">Murray Smelter</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>",,,,,No,,,,
-112.125,40.75,1009,,Kennecott (North Zone),59.18,UTD070926811,800636,1422,8,Utah,Magna,Salt Lake,Proposed NPL Site,-112.125,40.75,01/18/1994,,,0,,,"<a href=""https://semspub.epa.gov/src/document/08/100000176"" target=""_blank"">UTD070926811 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800636"" target=""_blank"">Kennecott (North Zone)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>",,,,,No,,,,
-112.227222,40.552778,1010,,International Smelting and Refining,58.31,UTD093120921,800650,1553,8,Utah,Tooele,Tooele,Deleted NPL Site,-112.227222,40.552778,04/23/1999,07/27/2000,09/27/2007,1025,08/10/2011,10/11/2011,"<a href=""https://semspub.epa.gov/src/document/08/100000180"" target=""_blank"">UTD093120921 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800650"" target=""_blank"">International Smelting and Refining</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-04-23/pdf/99-10236.pdf"" target=""_blank"">04/23/1999 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-08-10/pdf/2011-20291.pdf"" target=""_blank"">10/11/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-27/pdf/00-18902.pdf"" target=""_blank"">07/27/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-08-10/pdf/2011-20292.pdf"" target=""_blank"">08/10/2011 (PDF)</a>",,No,,,,
-112.358333,40.454167,1011,,Jacobs Smelter,50,UT0002391472,801674,1566,8,Utah,Stockton,Tooele,NPL Site,-112.358333,40.454167,07/22/1999,02/04/2000,,0,,,"<a href=""https://semspub.epa.gov/src/document/08/100000182"" target=""_blank"">UT0002391472 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801674"" target=""_blank"">Jacobs Smelter</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18603.pdf"" target=""_blank"">07/22/1999 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-02-04/pdf/00-2474.pdf"" target=""_blank"">02/04/2000 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-111.889444,40.879444,1012,,Intermountain Waste Oil Refinery,50,UT0001277359,801545,1579,8,Utah,Bountiful,Davis,Deleted NPL Site,-111.889444,40.879444,10/22/1999,05/11/2000,10/01/2004,927,07/23/2019,09/20/2019,"<a href=""https://semspub.epa.gov/src/document/08/100000184"" target=""_blank"">UT0001277359 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801545"" target=""_blank"">Intermountain Waste Oil Refinery</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-10-22/pdf/99-27538.pdf"" target=""_blank"">10/22/1999 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-09-20/pdf/2019-19998.pdf"" target=""_blank"">09/20/2019 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-05-11/pdf/00-11562.pdf"" target=""_blank"">05/11/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-07-23/pdf/2019-15662.pdf"" target=""_blank"">07/23/2019 (PDF)</a>",,No,,,,
-111.903889,40.887222,1013,,Bountiful/Woods Cross 5th South PCE Plume,50,UT0001119296,801528,1619,8,Utah,"Bountiful, Woods Cross",Davis,NPL Site,-111.903889,40.887222,12/01/2000,09/13/2001,,0,,,"<a href=""https://semspub.epa.gov/src/document/08/100000189"" target=""_blank"">UT0001119296 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801528"" target=""_blank"">Bountiful/Woods Cross 5th South PCE Plume</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-12-01/pdf/00-30631.pdf"" target=""_blank"">12/01/2000 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22741.pdf"" target=""_blank"">09/13/2001 (PDF)</a>",,,No,,,,
-111.791944,40.573611,1014,,Davenport and Flagstaff Smelters,32.5,UTD988075719,801257,1620,8,Utah,Sandy City,Salt Lake,Deleted NPL Site,-111.791944,40.573611,12/01/2000,04/30/2003,08/30/2012,1128,06/04/2018,07/27/2018,"<a href=""https://semspub.epa.gov/src/document/08/100000190"" target=""_blank"">UTD988075719 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801257"" target=""_blank"">Davenport and Flagstaff Smelters</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-12-01/pdf/00-30631.pdf"" target=""_blank"">12/01/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-07-27/pdf/2018-16118.pdf"" target=""_blank"">07/27/2018 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-04-30/pdf/03-10648.pdf"" target=""_blank"">04/30/2003 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-06-04/pdf/2018-11758.pdf"" target=""_blank"">06/04/2018 (PDF)</a>",,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-112.115556,39.955556,1015,,Eureka Mills,50,UT0002240158,801644,1642,8,Utah,Eureka,Juab,Deleted NPL Site,-112.115556,39.955556,06/14/2001,09/05/2002,09/21/2011,1108,08/07/2018,09/25/2018,"<a href=""https://semspub.epa.gov/src/document/08/100000191"" target=""_blank"">UT0002240158 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801644"" target=""_blank"">Eureka Mills</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-06-14/pdf/01-14617.pdf"" target=""_blank"">06/14/2001 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-09-25/pdf/2018-20855.pdf"" target=""_blank"">09/25/2018 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22538.pdf"" target=""_blank"">09/05/2002 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-08-07/pdf/2018-16772.pdf"" target=""_blank"">08/07/2018 (PDF)</a>",,No,,,,
-111.887028,40.874583,1016,,Five Points PCE Plume,50,UTN000802654,802654,1759,8,Utah,Woods Cross,Davis,NPL Site,-111.887028,40.874583,03/07/2007,09/19/2007,,0,,,"<a href=""https://semspub.epa.gov/src/document/08/1570667"" target=""_blank"">UTN000802654 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0802654"" target=""_blank"">Five Points PCE Plume</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-03-07/pdf/E7-3903.pdf"" target=""_blank"">03/07/2007 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-09-19/pdf/E7-18155.pdf"" target=""_blank"">09/19/2007 (PDF)</a>",,,No,,,,
-112.719949,40.914993,1017,,U.S. Magnesium,59.18,UTN000802704,802704,1789,8,Utah,Tooele County,Tooele,NPL Site,-112.719949,40.914993,09/03/2008,11/04/2009,,0,,,"<a href=""https://semspub.epa.gov/src/document/08/1570669"" target=""_blank"">UTN000802704 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0802704"" target=""_blank"">U.S. Magnesium</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-09-03/pdf/E8-20389.pdf"" target=""_blank"">09/03/2008 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-11-04/pdf/E9-26539.pdf"" target=""_blank"">11/04/2009 (PDF)</a>",,,No,,,,
-111.848022,40.753938,1018,,700 South 1600 East PCE Plume,50,UTD981548985,800743,1874,8,Utah,Salt Lake City,Salt Lake,NPL Site,-111.848022,40.753938,09/18/2012,05/24/2013,,0,,,"<a href=""https://semspub.epa.gov/src/document/08/1570672"" target=""_blank"">UTD981548985 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800743"" target=""_blank"">700 South 1600 East PCE Plume</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-09-18/pdf/2012-22837.pdf"" target=""_blank"">09/18/2012 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-05-24/pdf/2013-12324.pdf"" target=""_blank"">05/24/2013 (PDF)</a>",,,No,,,,
-76.4631,37.177,1019,,Chisman Creek,47.19,VAD980712913,302756,357,3,Virginia,York County,York,NPL Site,-76.4631,37.177,12/30/1982,09/08/1983,12/21/1990,50,,,"<a href=""https://semspub.epa.gov/src/document/03/900365"" target=""_blank"">VAD980712913 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302756"" target=""_blank"">Chisman Creek</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-80.1675,37.2569,1020,,Matthews Electroplating,0,VAD980712970,302757,358,3,Virginia,Roanoke County,Roanoke,Deleted NPL Site,-80.1675,37.2569,12/30/1982,09/08/1983,03/29/1988,23,07/20/1988,01/19/1989,"<a href=""https://semspub.epa.gov/src/document/03/900366"" target=""_blank"">VAD980712970 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302757"" target=""_blank"">Matthews Electroplating</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/03/900398"" target=""_blank"">01/19/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/03/900055"" target=""_blank"">07/20/1988 (PDF)</a>",,No,,,,
-81.783331,36.883339,1021,,Saltville Waste Disposal Ponds,29.52,VAD003127578,302526,359,3,Virginia,Saltville,Smyth,NPL Site,-81.783331,36.883339,12/30/1982,09/08/1983,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900367"" target=""_blank"">VAD003127578 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302526"" target=""_blank"">Saltville Waste Disposal Ponds</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-79.016669,37.708331,1022,,U.S. Titanium,34.78,VAD980705404,302737,360,3,Virginia,Piney River,Nelson,NPL Site,-79.016669,37.708331,12/30/1982,09/08/1983,08/25/1997,448,,,"<a href=""https://semspub.epa.gov/src/document/03/900368"" target=""_blank"">VAD980705404 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302737"" target=""_blank"">U.S. Titanium</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-78.211669,38.925561,1023,,"Avtex Fibers, Inc.",35.39,VAD070358684,302606,362,3,Virginia,Front Royal,Warren,NPL Site,-78.211669,38.925561,10/15/1984,06/10/1986,08/29/2014,1162,,,"<a href=""https://semspub.epa.gov/src/document/03/900369"" target=""_blank"">VAD070358684 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302606"" target=""_blank"">Avtex Fibers, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,No,,,,
-77.4325,38.236111,1024,,L.A. Clarke & Son,34.24,VAD007972482,302542,363,3,Virginia,Spotsylvania County,Spotsylvania,NPL Site,-77.4325,38.236111,10/15/1984,06/10/1986,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900370"" target=""_blank"">VAD007972482 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302542"" target=""_blank"">L.A. Clarke & Son</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,No,,,,
-78.310429,39.188333,1025,,Rhinehart Tire Fire Dump,30.57,VAD980831796,302772,365,3,Virginia,Frederick County,Frederick,Deleted NPL Site,-78.310429,39.188333,10/15/1984,06/10/1986,09/27/2002,843,08/01/2005,09/30/2005,"<a href=""https://semspub.epa.gov/src/document/03/900371"" target=""_blank"">VAD980831796 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302772"" target=""_blank"">Rhinehart Tire Fire Dump</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-08-01/pdf/05-15151.pdf"" target=""_blank"">09/30/2005 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-08-01/pdf/05-15152.pdf"" target=""_blank"">08/01/2005 (PDF)</a>",,No,,,,
-77.4485,37.4189,1026,,Defense General Supply Center (DLA),33.85,VA3971520751,302849,367,3,Virginia,Chesterfield County,Chesterfield,NPL Site,-77.4485,37.4189,10/15/1984,07/22/1987,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900373"" target=""_blank"">VA3971520751 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302849"" target=""_blank"">Defense General Supply Center (DLA)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,No,,,,
-79.348611,36.665831,1027,,First Piedmont Corp. Rock Quarry (Route 719),30.16,VAD980554984,302708,368,3,Virginia,Pittsylvania County,Pittsylvania,NPL Site,-79.348611,36.665831,04/10/1985,07/22/1987,09/27/1995,331,,,"<a href=""https://semspub.epa.gov/src/document/03/900374"" target=""_blank"">VAD980554984 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302708"" target=""_blank"">First Piedmont Corp. Rock Quarry (Route 719)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,No,,,,
-76.299,36.8065,1028,,"Atlantic Wood Industries, Inc.",37.14,VAD990710410,302836,369,3,Virginia,Portsmouth,Portsmouth,NPL Site,-76.299,36.8065,06/10/1986,02/21/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900375"" target=""_blank"">VAD990710410 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302836"" target=""_blank"">Atlantic Wood Industries, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,No,,,,
-76.581669,36.86055,1029,,Saunders Supply Co.,36.88,VAD003117389,302514,370,3,Virginia,Chuckatuck,Suffolk,NPL Site,-76.581669,36.86055,01/22/1987,10/04/1989,12/17/1999,675,,,"<a href=""https://semspub.epa.gov/src/document/03/900376"" target=""_blank"">VAD003117389 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302514"" target=""_blank"">Saunders Supply Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,
-77.503611,37.635831,1030,,"Rentokil, Inc. (Virginia Wood Preserving Division)",30.34,VAD071040752,302607,371,3,Virginia,Richmond,Henrico,NPL Site,-77.503611,37.635831,01/22/1987,03/31/1989,09/02/1999,619,,,"<a href=""https://semspub.epa.gov/src/document/03/900377"" target=""_blank"">VAD071040752 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302607"" target=""_blank"">Rentokil, Inc. (Virginia Wood Preserving Division)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-77.415,37.418,1031,,"C & R Battery Co., Inc.",46.44,VAD049957913,302581,372,3,Virginia,Chesterfield County,Chesterfield,NPL Site,-77.415,37.418,01/22/1987,07/22/1987,09/28/1993,199,,,"<a href=""https://semspub.epa.gov/src/document/03/900378"" target=""_blank"">VAD049957913 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302581"" target=""_blank"">C & R Battery Co., Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,No,,,,
-78.786389,38.044719,1032,,Greenwood Chemical Co.,53.17,VAD003125374,302523,373,3,Virginia,Newtown,Albemarle,NPL Site,-78.786389,38.044719,01/22/1987,07/22/1987,09/30/2005,963,,,"<a href=""https://semspub.epa.gov/src/document/03/900379"" target=""_blank"">VAD003125374 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302523"" target=""_blank"">Greenwood Chemical Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,No,,,,
-77.5857,37.7243,1033,,"H & H Inc., Burn Pit",33.71,VAD980539878,302659,374,3,Virginia,Farrington,Hanover,NPL Site,-77.5857,37.7243,01/22/1987,03/31/1989,06/15/2000,690,,,"<a href=""https://semspub.epa.gov/src/document/03/900380"" target=""_blank"">VAD980539878 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302659"" target=""_blank"">H & H Inc., Burn Pit</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,No,,,,
-80.193611,37.259719,1034,,Dixie Caverns County Landfill,35.27,VAD980552095,302680,375,3,Virginia,Salem,Roanoke,Deleted NPL Site,-80.193611,37.259719,01/22/1987,10/04/1989,09/25/1997,460,07/30/2001,09/28/2001,"<a href=""https://semspub.epa.gov/src/document/03/900381"" target=""_blank"">VAD980552095 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302680"" target=""_blank"">Dixie Caverns County Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-07-30/pdf/01-18818.pdf"" target=""_blank"">09/28/2001 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-07-30/pdf/01-18819.pdf"" target=""_blank"">07/30/2001 (PDF)</a>",,No,,,,
-76.3045,36.8265,1035,,Abex Corp.,36.53,VAD980551683,302667,1051,3,Virginia,Portsmouth,Portsmouth,NPL Site,-76.3045,36.8265,06/24/1988,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900177"" target=""_blank"">VAD980551683 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302667"" target=""_blank"">Abex Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
